support,itemsets
0.6086956521739131,"frozenset({'PSF', 'SRSF9', 'CUGBP'})"
0.6086956521739131,"frozenset({'Sf3btv1', 'PSF', 'ESRP2', 'Tra2B'})"
0.6086956521739131,"frozenset({'PSF', 'ESRP2', 'SRSF9'})"
0.6086956521739131,"frozenset({'PSF', 'Tra2B'})"
0.6086956521739131,"frozenset({'PSF', 'U2af2'})"
0.6086956521739131,"frozenset({'PSF', 'Sf3btv1'})"
0.6086956521739131,"frozenset({'PSF', 'CUGBP'})"
0.6086956521739131,"frozenset({'PSF', 'ESRP2'})"
0.6086956521739131,"frozenset({'PSF', 'SRSF9'})"
0.6086956521739131,"frozenset({'PSF', 'CUGBP', 'U2af2'})"
0.6086956521739131,"frozenset({'PSF', 'CUGBP', 'Tra2B'})"
0.6086956521739131,"frozenset({'PSF', 'Sf3btv1', 'U2af2'})"
0.6086956521739131,"frozenset({'PSF', 'Sf3btv1', 'Tra2B'})"
0.6086956521739131,"frozenset({'PSF', 'ESRP2', 'Sf3btv1', 'U2af2'})"
0.6086956521739131,"frozenset({'PSF', 'ESRP2', 'CUGBP', 'Tra2B'})"
0.6086956521739131,"frozenset({'PSF', 'ESRP2', 'CUGBP', 'U2af2'})"
0.6086956521739131,"frozenset({'PSF', 'ESRP2', 'CUGBP', 'Sf3btv1'})"
0.6086956521739131,"frozenset({'PSF', 'SRSF9', 'Tra2B', 'U2af2'})"
0.6086956521739131,"frozenset({'SRSF9', 'PSF', 'Sf3btv1', 'Tra2B'})"
0.6086956521739131,"frozenset({'PSF', 'SRSF9', 'Sf3btv1', 'U2af2'})"
0.6086956521739131,"frozenset({'PSF', 'SRSF9', 'CUGBP', 'Tra2B'})"
0.6086956521739131,"frozenset({'PSF', 'SRSF9', 'CUGBP', 'U2af2'})"
0.6086956521739131,"frozenset({'PSF', 'SRSF9', 'CUGBP', 'Sf3btv1'})"
0.6086956521739131,"frozenset({'SRSF9', 'PSF', 'ESRP2', 'Tra2B'})"
0.6086956521739131,"frozenset({'PSF', 'ESRP2', 'SRSF9', 'U2af2'})"
0.6086956521739131,"frozenset({'SRSF9', 'PSF', 'ESRP2', 'Sf3btv1'})"
0.6086956521739131,frozenset({'PSF'})
0.6086956521739131,"frozenset({'PSF', 'Tra2B', 'U2af2'})"
0.6086956521739131,"frozenset({'Sf3btv1', 'U2af2', 'SRSF9', 'PSF', 'ESRP2', 'CUGBP', 'Tra2B'})"
