shrinkage,interaction.depth,n.minobsinnode,n.trees,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
0.1,5,10,150,0.951893939393939,0.526666666666667,0.9849376114082,0.0454466576873041,0.225041503196454,0.0190111288055476
0.1,6,10,150,0.955525846702317,0.536666666666667,0.982947118241236,0.0366466616324994,0.224350915606185,0.0219037765565309
0.1,7,10,150,0.952348484848485,0.53,0.982917409387998,0.0443538198513881,0.245511429609632,0.0220052727622147
0.1,8,10,150,0.95486779560309,0.541666666666667,0.985947712418301,0.0392072488732397,0.201752380378785,0.0205793703995945
0.1,9,10,150,0.955738265002971,0.545,0.982976827094474,0.0412348751223176,0.233544649795871,0.0218857822439758
0.1,10,10,150,0.950837789661319,0.55,0.979976232917409,0.0423901968028077,0.205107204937421,0.0241621285833638
0.1,1,10,200,0.958447712418301,0.53,0.982976827094474,0.0263910425032915,0.22190398669322,0.0232876937751457
0.1,2,10,200,0.966231431966726,0.531666666666667,0.981996434937611,0.0251618426732965,0.216748437266503,0.0217552928130608
0.1,3,10,200,0.959175579322638,0.503333333333333,0.983986928104575,0.0308000079750962,0.200831604418561,0.0245185846210042
0.1,4,10,200,0.96065953654189,0.54,0.982976827094474,0.0325331990554663,0.22026629651245,0.0218857822439758
0.1,5,10,200,0.952479203802733,0.52,0.9849376114082,0.0447972566846304,0.240903471869171,0.0190111288055476
0.1,6,10,200,0.954205288175876,0.536666666666667,0.980956625074272,0.0376080497512681,0.224350915606185,0.0216088522536415
0.1,7,10,200,0.95147504456328,0.566666666666667,0.983957219251337,0.0415676269429635,0.216290566589027,0.0205678094719857
0.1,8,10,200,0.952801544860368,0.548333333333333,0.986957813428402,0.0388690027581708,0.206982980032148,0.0188899059251234
0.1,9,10,200,0.955022281639929,0.528333333333333,0.981966726084373,0.0397657286337117,0.210779887369598,0.0217720110927797
0.1,10,10,200,0.948437314319667,0.556666666666667,0.981996434937611,0.0433842381098759,0.222731217844062,0.0217552928130608
0.1,1,10,250,0.958620023767083,0.535,0.980956625074272,0.0250728571568425,0.199200990165106,0.024363926809695
0.1,2,10,250,0.967355912061794,0.538333333333333,0.983986928104575,0.0239493694649752,0.221936358279658,0.0219509336461921
0.1,3,10,250,0.960646167557932,0.503333333333333,0.983986928104575,0.0283072395138554,0.207586015962031,0.0219509336461921
0.1,4,10,250,0.961381461675579,0.546666666666667,0.982976827094474,0.0311588437761846,0.225118104379768,0.0218857822439758
0.1,5,10,250,0.952284610814023,0.54,0.9849376114082,0.0410115975203771,0.22026629651245,0.0190111288055476
0.1,6,10,250,0.955280748663102,0.515,0.979946524064171,0.0363879808682106,0.240025142361206,0.0213951758702163
0.1,7,10,250,0.949318181818182,0.565,0.982947118241236,0.0438535204128019,0.231244757629302,0.0204967479249641
0.1,8,10,250,0.950860071301248,0.535,0.984967320261438,0.0423232902240818,0.199200990165106,0.0205874214887265
0.1,9,10,250,0.950051990493167,0.566666666666667,0.981966726084373,0.0448620098010301,0.206920496698667,0.0217720110927797
0.1,10,10,250,0.946841948900772,0.541666666666667,0.980956625074272,0.044865848080026,0.214991312307768,0.0230276293320424
0.1,1,10,300,0.958318478906714,0.543333333333333,0.97893642305407,0.029238250813821,0.213239922077964,0.0252277878978747
0.1,2,10,300,0.966338383838384,0.538333333333333,0.981996434937611,0.0250375173732002,0.228066586364798,0.0217552928130608
0.1,3,10,300,0.962868389780155,0.501666666666667,0.983986928104575,0.0274347425301952,0.202349702986811,0.0219509336461921
0.1,4,10,300,0.959980689245395,0.553333333333333,0.983957219251337,0.0296862488405823,0.229667425719847,0.0205678094719857
0.1,5,10,300,0.951516636957813,0.526666666666667,0.982947118241236,0.0397680590816519,0.240234559708134,0.0219037765565309
0.1,6,10,300,0.953058526440879,0.528333333333333,0.979946524064171,0.0383120422428305,0.238776815909945,0.0213951758702163
0.1,7,10,300,0.95024806892454,0.558333333333333,0.978966131907308,0.0443097414230703,0.233076623975203,0.0211166330691731
0.1,8,10,300,0.951047237076649,0.541666666666667,0.984967320261438,0.0425482706944216,0.190771271843848,0.0205874214887265
0.1,9,10,300,0.94979797979798,0.531666666666667,0.980956625074272,0.0458170286506275,0.181223491918097,0.0216088522536415
0.1,10,10,300,0.945934343434343,0.545,0.979946524064171,0.0474028653786884,0.200150805213435,0.0213951758702163
0.1,1,10,350,0.96095513963161,0.558333333333333,0.979946524064171,0.0223559063609884,0.210943419989299,0.0254507603289211
0.1,2,10,350,0.966959298871064,0.54,0.983006535947712,0.0238711077707606,0.232453184014805,0.021867731371156
0.1,3,10,350,0.964203802733214,0.51,0.983986928104575,0.0275811906290781,0.207364413533277,0.0219509336461921
0.1,4,10,350,0.960614973262032,0.545,0.983957219251337,0.0293190400746155,0.226803119847179,0.0205678094719857
0.1,5,10,350,0.949879679144385,0.516666666666667,0.982947118241236,0.0404760306618357,0.216290566589027,0.0219037765565309
0.1,6,10,350,0.952712418300654,0.528333333333333,0.979946524064171,0.0395231215995883,0.226929783053661,0.0213951758702163
0.1,7,10,350,0.949267676767677,0.545,0.980897207367796,0.0468739247156637,0.248217785352938,0.0217241504035973
0.1,8,10,350,0.948061497326203,0.533333333333333,0.984967320261438,0.041607571223322,0.19401978806534,0.0189871721596515
0.1,9,10,350,0.947352941176471,0.546666666666667,0.982947118241236,0.0451771757435703,0.195171601476722,0.0204967479249641
0.1,10,10,350,0.943725490196078,0.531666666666667,0.97893642305407,0.0460354878844508,0.188681145620445,0.0225783712510821
0.1,1,10,400,0.960124777183601,0.55,0.97893642305407,0.024955986620567,0.218142629709444,0.0252277878978747
0.1,2,10,400,0.967161319073084,0.548333333333333,0.983006535947712,0.022835585574368,0.229498453654671,0.021867731371156
0.1,3,10,400,0.964852941176471,0.51,0.983986928104575,0.0268290526292979,0.207364413533277,0.0219509336461921
0.1,4,10,400,0.961769162210339,0.54,0.981966726084373,0.0279457783660051,0.22026629651245,0.0245087515163989
0.1,5,10,400,0.949462269756387,0.531666666666667,0.983957219251337,0.0419371219033228,0.216748437266503,0.0204783866913529
0.1,6,10,400,0.951758764111705,0.55,0.980926916221034,0.0397883923293521,0.231188831611886,0.0201977110548036
0.1,7,10,400,0.946295306001188,0.545,0.980897207367796,0.0487757370260585,0.248217785352938,0.0217241504035973
0.1,8,10,400,0.948213012477718,0.528333333333333,0.984967320261438,0.0420615652258748,0.213623635095147,0.0189871721596515
0.1,9,10,400,0.946356209150327,0.563333333333333,0.981937017231135,0.0453310236345978,0.190250893030363,0.0232754382234534
0.1,10,10,400,0.941908793820559,0.545,0.97893642305407,0.0484717408311584,0.193136542730606,0.0211294493874653
0.1,1,10,450,0.9616146761735,0.55,0.978966131907308,0.0249921072086844,0.227808146746638,0.0239284480492689
0.1,2,10,450,0.965256981580511,0.548333333333333,0.981996434937611,0.0235976289293249,0.229498453654671,0.0217552928130608
0.1,3,10,450,0.966057635175282,0.526666666666667,0.983986928104575,0.025897001226718,0.216051292334807,0.0219509336461921
0.1,4,10,450,0.96250742721331,0.531666666666667,0.981966726084373,0.0263885063778193,0.216748437266503,0.0245087515163989
0.1,5,10,450,0.949157754010695,0.531666666666667,0.983957219251337,0.0396599487415045,0.216748437266503,0.0189659054500878
0.1,6,10,450,0.950063874034462,0.55,0.980926916221034,0.039559623235031,0.231188831611886,0.0201977110548036
0.1,7,10,450,0.946287878787879,0.56,0.978906714200832,0.0497483371887334,0.252368094600751,0.0226714120972732
0.1,8,10,450,0.945818478906714,0.535,0.982947118241236,0.0464552756551924,0.212598861384695,0.0188888183475115
0.1,9,10,450,0.946140819964349,0.548333333333333,0.979976232917409,0.0475182779579513,0.20020822493927,0.0241621285833639
0.1,10,10,450,0.939989601901367,0.553333333333333,0.977956030897207,0.0470873006674755,0.203390796477997,0.0207981582513414
0.1,1,10,500,0.958352644087938,0.543333333333333,0.977985739750446,0.0270504252419944,0.223117926656292,0.0260395496604753
0.1,2,10,500,0.965509506833036,0.546666666666667,0.981996434937611,0.024469609483284,0.225118104379768,0.0217552928130608
0.1,3,10,500,0.965105466428996,0.531666666666667,0.982976827094474,0.0249163542041677,0.216748437266503,0.0218857822439758
0.1,4,10,500,0.962609922756982,0.538333333333333,0.981937017231135,0.0272366809229285,0.221936358279658,0.0232754382234534
0.1,5,10,500,0.948003565062389,0.526666666666667,0.982947118241236,0.041206824163526,0.228463131158729,0.0204967479249641
0.1,6,10,500,0.95040404040404,0.55,0.980926916221034,0.0400068651206511,0.231188831611886,0.0201977110548036
0.1,7,10,500,0.945696672608437,0.556666666666667,0.977896613190731,0.048385573614285,0.235523383908724,0.0223723031004625
0.1,8,10,500,0.943762626262626,0.55,0.984967320261438,0.0449917983858155,0.22705004765014,0.0189871721596515
0.1,9,10,500,0.943882947118241,0.573333333333333,0.982976827094474,0.0491242268022197,0.186498282017294,0.0188679488964112
0.1,10,10,500,0.939896019013666,0.548333333333333,0.97893642305407,0.0485082867506705,0.189137485723341,0.0179851511682364
