maxdepth,mfinal,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
6,150,0.927497771836007,0.478333333333333,0.985056446821153,0.0840995613126502,0.268033494218518,0.023167802448709
7,150,0.932601752822341,0.518333333333333,0.984046345811052,0.0717105015652587,0.283902403499237,0.0231543990556132
8,150,0.940222816399287,0.501666666666667,0.985026737967914,0.058292465450759,0.281768838165116,0.0204534925274739
9,150,0.932598039215686,0.508333333333333,0.983036244800951,0.0712438069132243,0.28378091760265,0.0203488781797702
10,150,0.931555258467023,0.503333333333333,0.98202614379085,0.0742141809016358,0.280680617776508,0.0202295333782983
1,200,0.905508764111705,0.196666666666667,0.996048722519311,0.0815442562894737,0.223581094341911,0.0168516477877326
2,200,0.932664141414141,0.288333333333333,0.995008912655971,0.0718544834543883,0.250751743327159,0.0113526484174184
3,200,0.931339869281046,0.416666666666667,0.985056446821153,0.0702658851508099,0.236473127923418,0.0204310931284791
4,200,0.938311794414736,0.446666666666667,0.985026737967914,0.0657507019586577,0.262262481486396,0.0204534925274739
5,200,0.933900772430184,0.471666666666667,0.982055852644088,0.0740637727941156,0.253827029529048,0.0242379644911517
6,200,0.931502525252525,0.478333333333333,0.985056446821153,0.0746771607065363,0.268033494218518,0.023167802448709
7,200,0.934659833630422,0.518333333333333,0.984046345811052,0.0718607710325044,0.28871992553736,0.0231543990556132
8,200,0.940250297088532,0.501666666666667,0.983036244800951,0.0588344130219139,0.281768838165116,0.021765467950725
9,200,0.931055407011289,0.486666666666667,0.981045751633987,0.0720806078732793,0.272578154984424,0.022823857295246
10,200,0.932535650623886,0.503333333333333,0.983006535947712,0.0772072586646114,0.280680617776508,0.0188470078911189
1,250,0.907206625074272,0.196666666666667,0.998989898989899,0.0837633057437835,0.203390796477997,0.00553255108591076
2,250,0.931502525252525,0.288333333333333,0.995008912655971,0.0736938164315338,0.250751743327159,0.0113526484174184
3,250,0.934354575163399,0.425,0.984046345811052,0.0671002933461932,0.252487623459052,0.020415893116608
4,250,0.938078579916815,0.446666666666667,0.986036838978015,0.0663453576688241,0.262262481486396,0.0204185539355027
5,250,0.935176767676768,0.471666666666667,0.982055852644088,0.0714678463247564,0.253827029529048,0.0242379644911517
6,250,0.930828134284017,0.493333333333333,0.984046345811052,0.0742499221801465,0.277840605921544,0.0231543990556132
7,250,0.936393345216875,0.518333333333333,0.984046345811052,0.0685402767798136,0.28871992553736,0.0231543990556132
8,250,0.940892008318479,0.501666666666667,0.984046345811052,0.0598481123186192,0.281768838165116,0.0218281342236956
9,250,0.931273767082591,0.486666666666667,0.982055852644088,0.0730161423064133,0.277592275224596,0.0229743372208084
10,250,0.933838383838384,0.503333333333333,0.98202614379085,0.0763670463125821,0.280680617776508,0.0202295333782983
1,300,0.90758541295306,0.171666666666667,0.998989898989899,0.0836409027176131,0.164884146021367,0.00553255108591076
2,300,0.930843731431967,0.296666666666667,0.994028520499109,0.0750019890399974,0.26193357059052,0.0121488180538979
3,300,0.935127748068925,0.418333333333333,0.987046939988116,0.0680497341061726,0.250338850820014,0.0170408447646143
4,300,0.938101604278075,0.446666666666667,0.986066547831254,0.0659900713974131,0.262262481486396,0.0203945940681006
5,300,0.935692959001783,0.48,0.984046345811052,0.0715137204601726,0.267039968595688,0.0231543990556132
6,300,0.93402183600713,0.478333333333333,0.984046345811052,0.0718226407037796,0.268033494218518,0.0231543990556132
7,300,0.935200534759358,0.495,0.985056446821153,0.0698650491194341,0.281728042010682,0.023167802448709
8,300,0.940043820558526,0.501666666666667,0.982055852644088,0.059211691413526,0.281768838165116,0.0242379644911517
9,300,0.930430778371955,0.493333333333333,0.983036244800951,0.0740642809022975,0.277840605921544,0.0230953317155859
10,300,0.933060011883541,0.488333333333333,0.982055852644088,0.0769448876969576,0.276581138975133,0.0229743372208084
1,350,0.908299168152109,0.171666666666667,0.998009506833036,0.0839056457641033,0.164884146021367,0.00757596848760122
2,350,0.930741235888295,0.296666666666667,0.994028520499109,0.0748102858451358,0.26193357059052,0.0121488180538979
3,350,0.934929441473559,0.418333333333333,0.988027332144979,0.0684846471430975,0.250338850820014,0.0169068227999607
4,350,0.938256833036245,0.446666666666667,0.986036838978015,0.0653224227058249,0.262262481486396,0.0204185539355027
5,350,0.93632724301842,0.471666666666667,0.983036244800951,0.0692053528280333,0.270275508647588,0.0230953317155859
6,350,0.933017676767677,0.471666666666667,0.984046345811052,0.0715499884378787,0.275331566051493,0.0231543990556132
7,350,0.935447118241236,0.48,0.985056446821153,0.0699008932254785,0.272156141795921,0.023167802448709
8,350,0.939119875222816,0.501666666666667,0.982055852644088,0.0600660535447297,0.281768838165116,0.0242379644911517
9,350,0.931360665478313,0.493333333333333,0.983036244800951,0.0687910086044006,0.277840605921544,0.0230953317155859
10,350,0.933020647653001,0.486666666666667,0.983036244800951,0.0767491178482887,0.272578154984424,0.0203488781797702
1,400,0.907699792038027,0.18,0.998989898989899,0.0846243700188258,0.186898460354168,0.00553255108591076
2,400,0.930073529411765,0.296666666666667,0.994028520499109,0.0758742248299499,0.26193357059052,0.0121488180538979
3,400,0.935052733214498,0.433333333333333,0.988027332144979,0.068647604294912,0.259087700946242,0.0169068227999607
4,400,0.936803327391563,0.455,0.985056446821153,0.0667246061435929,0.267926263659651,0.0218423514842953
5,400,0.935725638740345,0.471666666666667,0.984046345811052,0.0702828953190511,0.270275508647588,0.0231543990556132
6,400,0.93399806892454,0.471666666666667,0.984046345811052,0.0705379910966168,0.270275508647588,0.0231543990556132
7,400,0.936128936423054,0.488333333333333,0.985056446821153,0.0689677319160061,0.276581138975133,0.023167802448709
8,400,0.939289215686275,0.501666666666667,0.981045751633987,0.059987627302769,0.281768838165116,0.0240953774357794
9,400,0.934803921568627,0.493333333333333,0.982055852644088,0.0651008727689998,0.277840605921544,0.0229743372208084
10,400,0.935308229352347,0.493333333333333,0.983065953654189,0.07083154939318,0.277840605921544,0.0230781477969806
1,450,0.907971628045158,0.18,0.998989898989899,0.0851445494039954,0.186898460354168,0.00553255108591076
2,450,0.929818775995247,0.28,0.995008912655971,0.0755250711607299,0.247609258364032,0.0113526484174184
3,450,0.935000742721331,0.433333333333333,0.987017231134878,0.0690689817741386,0.259087700946242,0.0188350138360962
4,450,0.935976678550208,0.446666666666667,0.98407605466429,0.0671672980204838,0.262262481486396,0.0218085284901669
5,450,0.936296048722519,0.471666666666667,0.984046345811052,0.0691413682815203,0.270275508647588,0.0231543990556132
6,450,0.933661616161616,0.486666666666667,0.984016636957813,0.0699688077479622,0.272578154984424,0.0204367902183298
7,450,0.936173499702911,0.495,0.984046345811052,0.0704676216216004,0.276788852675676,0.0231543990556132
8,450,0.938033273915627,0.495,0.98202614379085,0.0601461336846844,0.276788852675676,0.0229902484671546
9,450,0.934237967914438,0.486666666666667,0.983036244800951,0.0666383866006639,0.272578154984424,0.0230953317155859
10,450,0.935459744503862,0.493333333333333,0.983065953654189,0.0699571373686921,0.277840605921544,0.0230781477969806
1,500,0.908080065359477,0.18,0.998989898989899,0.0862304068240992,0.186898460354168,0.00553255108591076
2,500,0.932650772430184,0.28,0.995008912655971,0.0706866416642417,0.247609258364032,0.0113526484174184
3,500,0.935752376708259,0.433333333333333,0.986036838978015,0.0680797236925355,0.259087700946242,0.0189012854821602
4,500,0.935994503862151,0.446666666666667,0.98407605466429,0.0681274668005992,0.262262481486396,0.0231359172466823
5,500,0.935993018419489,0.471666666666667,0.984046345811052,0.0694103397057713,0.270275508647588,0.0231543990556132
6,500,0.934533571004159,0.486666666666667,0.985026737967914,0.06981325655929,0.272578154984424,0.0204534925274739
7,500,0.934538027332145,0.495,0.983065953654189,0.070129797885609,0.276788852675676,0.0230781477969806
8,500,0.938879233511586,0.495,0.98202614379085,0.0596145393243688,0.276788852675676,0.0229902484671546
9,500,0.934536541889483,0.486666666666667,0.982055852644088,0.0670014609329829,0.272578154984424,0.0229743372208084
10,500,0.935757575757576,0.493333333333333,0.983065953654189,0.0694461267734799,0.277840605921544,0.0230781477969806
