coeflearn,maxdepth,mfinal,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
Zhu,7,50,0.963778966131907,0.55,0.990938799762329,0.0360854194838338,0.248443430042001,0.0161721641080176
Breiman,8,50,0.964631610219846,0.56,0.990909090909091,0.0350693248758059,0.211072793457449,0.0162116085036947
Freund,8,50,0.966825609031491,0.59,0.985947712418301,0.0306477740720453,0.26241583215484,0.0189784422203054
Zhu,8,50,0.968233808674985,0.571666666666667,0.985947712418301,0.0327740305253302,0.247289908509374,0.0172293950031694
Breiman,9,50,0.969034462269756,0.576666666666667,0.988978015448604,0.0320348044392594,0.235523383908724,0.0167469687028261
Freund,9,50,0.966865715983363,0.576666666666667,0.988948306595365,0.0370780372314285,0.216449935811133,0.0167814718169373
Zhu,9,50,0.963548722519311,0.598333333333333,0.989928698752228,0.0388753195653087,0.208642299631216,0.0165291057181621
Breiman,10,50,0.969768270944741,0.57,0.987878787878788,0.0279710509588841,0.201973026536406,0.0188319838262383
Freund,10,50,0.963729946524064,0.568333333333333,0.987908496732026,0.0403883496572534,0.224177936306044,0.0188029922856453
Zhu,10,50,0.962346999405823,0.59,0.989928698752228,0.0482177257679478,0.223760956194867,0.0183450416400838
Breiman,1,100,0.958761140819964,0.603333333333333,0.979857397504456,0.0390896844346485,0.275722665926737,0.0199973603779968
Freund,1,100,0.9599064171123,0.611666666666667,0.977926322043969,0.0356534784146704,0.225405126970013,0.0283197218390126
Zhu,1,100,0.963391265597148,0.64,0.97688651218063,0.0355838600330473,0.253050356171693,0.0271031805218012
Breiman,2,100,0.957153891859774,0.588333333333333,0.979916815210933,0.0349818697680565,0.255856685818762,0.01996738588758
Freund,2,100,0.972393048128342,0.588333333333333,0.981877599524658,0.0234737400281753,0.20370843486901,0.0233064861630421
Zhu,2,100,0.961577540106952,0.518333333333333,0.97893642305407,0.0406398348380053,0.231368989269094,0.025154936239729
Breiman,3,100,0.968630421865716,0.575,0.987938205585264,0.0303782875137286,0.225430622403527,0.0203909002692039
Freund,3,100,0.970799168152109,0.608333333333333,0.987878787878788,0.0266890057507885,0.210943419989299,0.0188319838262383
Zhu,3,100,0.96746137849079,0.568333333333333,0.986898395721925,0.0364017939588106,0.262114522658524,0.0205480232149074
Breiman,4,100,0.974991087344029,0.571666666666667,0.988948306595365,0.0232023919125008,0.244132289369194,0.0167814718169373
Freund,4,100,0.97139780154486,0.583333333333333,0.990938799762329,0.0270440941699929,0.235742895213574,0.0161721641080176
Zhu,4,100,0.974693998811646,0.585,0.991919191919192,0.029959397115528,0.23713447370783,0.0157827412049148
Breiman,5,100,0.974297385620915,0.573333333333333,0.990968508615567,0.0244848684430616,0.25350417711764,0.0161325666740991
Freund,5,100,0.972819370172311,0.585,0.988888888888889,0.0290896408753807,0.246055082142751,0.0168501035384102
Zhu,5,100,0.970057932263815,0.568333333333333,0.989958407605466,0.0256008412169952,0.262114522658524,0.0183118392249821
Breiman,6,100,0.971782531194296,0.536666666666667,0.991919191919192,0.0257341998692898,0.233021137613549,0.0157827412049148
Freund,6,100,0.971608734402852,0.591666666666667,0.987938205585264,0.0299670044388701,0.218964385914355,0.0170038342711329
Zhu,6,100,0.97232917409388,0.56,0.988948306595365,0.0299859367532372,0.225296739190018,0.0185727492115974
Breiman,7,100,0.969055258467023,0.553333333333333,0.985977421271539,0.0315576178570149,0.238867057721168,0.0189528063832513
Freund,7,100,0.972985739750446,0.578333333333333,0.990909090909091,0.0234914604613812,0.21722518640617,0.0180594979778314
Zhu,7,100,0.969154783125371,0.558333333333333,0.990938799762329,0.0320703963317072,0.256327959825895,0.0161721641080176
Breiman,8,100,0.968187759952466,0.528333333333333,0.991978609625668,0.0337606017118836,0.229573567704354,0.0156975858724626
Freund,8,100,0.972084076054664,0.581666666666667,0.987938205585264,0.0270686207862464,0.218728036664229,0.0170038342711329
Zhu,8,100,0.975494652406417,0.588333333333333,0.989988116458705,0.0250787494696524,0.247289908509374,0.0164552519212121
Breiman,9,100,0.971740938799762,0.561666666666667,0.99194890077243,0.0274746705638565,0.232187251028625,0.0157402501293124
Freund,9,100,0.971005644682115,0.585,0.992929292929293,0.0333074618886377,0.23713447370783,0.0152729373634464
Zhu,9,100,0.971703802733215,0.601666666666667,0.989958407605466,0.0300675399714967,0.220689879669426,0.0164922478415576
Breiman,10,100,0.968868092691622,0.545,0.989928698752228,0.0311981452275821,0.230198564961524,0.0165291057181621
Freund,10,100,0.968912655971479,0.583333333333333,0.988918597742127,0.0328627787986252,0.213885778949377,0.0202344073231306
Zhu,10,100,0.963884432560903,0.565,0.988948306595365,0.0401835543371962,0.225201059592044,0.0185727492115974
Breiman,1,150,0.959295900178253,0.621666666666667,0.979887106357695,0.0412270124727617,0.250063210399695,0.0214232379818133
Freund,1,150,0.956690433749257,0.62,0.972964943553179,0.0409941880910925,0.247260856252021,0.0252872721549983
Zhu,1,150,0.9625623885918,0.62,0.972935234699941,0.0362203772063912,0.25277767251903,0.028802887884403
Breiman,2,150,0.958674985145573,0.578333333333333,0.980897207367796,0.0347183767589339,0.245189347427563,0.0202140914666943
Freund,2,150,0.971431966726084,0.591666666666667,0.98389780154486,0.0256931891395525,0.202179219460382,0.0220920489329248
Zhu,2,150,0.965561497326203,0.575,0.980926916221034,0.041405813411437,0.241314646510919,0.0243775453575767
Breiman,3,150,0.968233808674985,0.568333333333333,0.987938205585264,0.0362002568502306,0.221469750924844,0.0203909002692039
Freund,3,150,0.972134581105169,0.63,0.987908496732026,0.0262422576564481,0.213590003640555,0.0188029922856453
Zhu,3,150,0.970527332144979,0.575,0.985888294711824,0.0352943184283035,0.25486642884406,0.0221083473667504
Breiman,4,150,0.975524361259655,0.566666666666667,0.987938205585264,0.0213896017700311,0.241165751175887,0.0170038342711329
Freund,4,150,0.97362596553773,0.543333333333333,0.991919191919192,0.0248746064452165,0.244149944506033,0.0157827412049148
Zhu,4,150,0.97639780154486,0.588333333333333,0.990938799762329,0.0254649830670877,0.241647839139769,0.0180240980043631
Breiman,5,150,0.975359477124183,0.59,0.991978609625668,0.0235643127973037,0.247887627488887,0.0156975858724626
Freund,5,150,0.97538027332145,0.571666666666667,0.98989898989899,0.0228485527519137,0.232558236434088,0.0183781343897916
Zhu,5,150,0.973352644087938,0.566666666666667,0.991919191919192,0.0252857153930115,0.235376929308237,0.0176755236662326
Breiman,6,150,0.971977124183007,0.545,0.99194890077243,0.025620784562543,0.253713794767199,0.0157402501293124
Freund,6,150,0.972214795008913,0.583333333333333,0.988948306595365,0.0293349469803103,0.220240203247356,0.0167814718169373
Zhu,6,150,0.9724376114082,0.56,0.989958407605466,0.0308542527843718,0.225296739190018,0.0183118392249821
Breiman,7,150,0.966587938205585,0.551666666666667,0.986957813428402,0.0307359254835218,0.219121810452752,0.0188899059251234
Freund,7,150,0.973158051099228,0.57,0.98989898989899,0.0264707132722599,0.224990421252044,0.0183781343897916
Zhu,7,150,0.970978906714201,0.558333333333333,0.99194890077243,0.0310399328761934,0.238921186447191,0.0157402501293124
Breiman,8,150,0.97051247771836,0.528333333333333,0.990968508615567,0.0318993689925349,0.229573567704354,0.0161325666740991
Freund,8,150,0.976044266191325,0.591666666666667,0.988978015448604,0.026675408002529,0.249165273128768,0.0167469687028261
Zhu,8,150,0.971889483065954,0.598333333333333,0.99194890077243,0.0313109026810468,0.212328362055881,0.0157402501293124
Breiman,9,150,0.971420083184789,0.553333333333333,0.990938799762329,0.0279311283397342,0.238867057721168,0.0180240980043631
Freund,9,150,0.973535353535354,0.57,0.990909090909091,0.0273924392261592,0.215198384816397,0.0180594979778314
Zhu,9,150,0.974205288175876,0.593333333333333,0.990909090909091,0.0236686734081323,0.22921655674287,0.0162116085036947
Breiman,10,150,0.970635769459299,0.546666666666667,0.989958407605466,0.0296346930234536,0.240306317929391,0.0164922478415576
Freund,10,150,0.972596553773024,0.568333333333333,0.988918597742127,0.0275595519099779,0.214348786557915,0.0168158498402518
Zhu,10,150,0.968440285204991,0.566666666666667,0.988948306595365,0.0342142677021322,0.223349630559946,0.0185727492115974
Breiman,1,200,0.960809566250743,0.631666666666667,0.976945929887106,0.0385893527645701,0.26473256946083,0.0230813917713442
Freund,1,200,0.955016339869281,0.643333333333333,0.972935234699941,0.045203691270981,0.273462262836031,0.0317581895941538
Zhu,1,200,0.962253416518122,0.643333333333333,0.974896019013666,0.0345531041233555,0.230716026876052,0.0238004496143799
Breiman,2,200,0.961596850861557,0.603333333333333,0.980956625074272,0.0367110421128007,0.248767074733101,0.0216088522536415
Freund,2,200,0.969269162210339,0.581666666666667,0.981937017231135,0.0282097143294113,0.206566067469672,0.0202834199687826
Zhu,2,200,0.968728461081402,0.568333333333333,0.981937017231135,0.0374059991922973,0.248957596906524,0.023196455752948
Breiman,3,200,0.969092394533571,0.583333333333333,0.987938205585264,0.0335868020594348,0.236473127923418,0.018773907341158
Freund,3,200,0.971889483065954,0.598333333333333,0.985888294711824,0.0255310177209896,0.231741284600966,0.0206264346496108
Zhu,3,200,0.969986631016043,0.583333333333333,0.987908496732026,0.0374455922243683,0.247864442002469,0.0188029922856453
Breiman,4,200,0.97619578134284,0.575,0.987908496732026,0.0221782439754363,0.243094277156429,0.0170359414755923
Freund,4,200,0.974946524064171,0.568333333333333,0.991919191919192,0.0258808107271996,0.242644671859098,0.0157827412049148
Zhu,4,200,0.9767082590612,0.59,0.990938799762329,0.0272923085349257,0.236497430182145,0.0161721641080176
Breiman,5,200,0.976224004753417,0.575,0.99194890077243,0.0213016519730018,0.234060852682845,0.0157402501293124
Freund,5,200,0.976781045751634,0.578333333333333,0.990938799762329,0.0230700857823054,0.236236049883094,0.0180240980043631
Zhu,5,200,0.974442959001783,0.551666666666667,0.988948306595365,0.0230659424617087,0.237981212433386,0.0185727492115974
Breiman,6,200,0.975503565062389,0.558333333333333,0.988948306595365,0.0258461145363125,0.266873124101728,0.0167814718169373
Freund,6,200,0.972416815210933,0.568333333333333,0.989928698752228,0.0278620277986504,0.236163054912802,0.0165291057181621
Zhu,6,200,0.973123885918004,0.56,0.989958407605466,0.0325742541951737,0.225296739190018,0.0164922478415576
Breiman,7,200,0.967994652406417,0.568333333333333,0.987938205585264,0.0309983161721912,0.224177936306044,0.018773907341158
Freund,7,200,0.975494652406417,0.57,0.990938799762329,0.0239872986186155,0.224990421252044,0.0161721641080176
Zhu,7,200,0.972400475341652,0.551666666666667,0.99194890077243,0.0271557787199862,0.24617183980432,0.0157402501293124
Breiman,8,200,0.971270053475936,0.528333333333333,0.990938799762329,0.0328749719673871,0.229573567704354,0.0161721641080176
Freund,8,200,0.976231431966726,0.583333333333333,0.990968508615567,0.0252190762255065,0.239011373749471,0.0161325666740991
Zhu,8,200,0.975011883541295,0.581666666666667,0.990968508615567,0.0290929057764585,0.238343179605307,0.0161325666740991
Breiman,9,200,0.972783719548425,0.553333333333333,0.988948306595365,0.0272941917919725,0.238867057721168,0.0185727492115974
Freund,9,200,0.971255199049317,0.57,0.992929292929293,0.0310738291091773,0.234373706892985,0.0152729373634464
Zhu,9,200,0.976584967320261,0.601666666666667,0.989928698752228,0.0232869429894635,0.220689879669426,0.0165291057181621
Breiman,10,200,0.970426322043969,0.553333333333333,0.990938799762329,0.0291899593988964,0.238867057721168,0.0161721641080176
Freund,10,200,0.970958110516934,0.56,0.987938205585264,0.0301633603833724,0.231337937613592,0.018773907341158
Zhu,10,200,0.968931966726084,0.575,0.989958407605466,0.0329078127909248,0.215658574347637,0.0183118392249821
Breiman,1,250,0.960571895424837,0.638333333333333,0.977926322043969,0.0397418943159957,0.264145771319071,0.0207212999935886
Freund,1,250,0.956849376114082,0.658333333333333,0.972875816993464,0.0410243343730569,0.26066338887318,0.0288087834774606
Zhu,1,250,0.957924836601307,0.618333333333333,0.970915032679739,0.0389598300233643,0.231368989269094,0.0278494210655203
Breiman,2,250,0.963991384432561,0.596666666666667,0.981937017231135,0.0342072860298258,0.243513553164321,0.023196455752948
Freund,2,250,0.969003267973856,0.606666666666667,0.979946524064171,0.0284761118193409,0.220396716499312,0.0240223032699886
Zhu,2,250,0.969854426619132,0.568333333333333,0.982947118241236,0.0337064292995433,0.248957596906524,0.0219037765565309
Breiman,3,250,0.969489007724302,0.59,0.987938205585264,0.0338667608892571,0.239755622709228,0.018773907341158
Freund,3,250,0.973094177064765,0.6,0.984878193701723,0.0256707585820394,0.23889111644689,0.0206535077110682
Zhu,3,250,0.971385918003565,0.583333333333333,0.988888888888889,0.0302876673307926,0.247864442002469,0.0186347848441933
Breiman,4,250,0.976693404634581,0.575,0.986928104575163,0.0214911980380341,0.243094277156429,0.0171619343198789
Freund,4,250,0.97374183006536,0.56,0.98989898989899,0.0260984056263157,0.249274810268673,0.0165658264724404
Zhu,4,250,0.977853535353535,0.575,0.990938799762329,0.0224242271654894,0.23479631671904,0.0180240980043631
Breiman,5,250,0.975900178253119,0.553333333333333,0.990938799762329,0.0221448391292351,0.233021137613549,0.0161721641080176
Freund,5,250,0.977248960190137,0.591666666666667,0.989928698752228,0.0220848576878353,0.24847234402872,0.0183450416400838
Zhu,5,250,0.975496137849079,0.568333333333333,0.989958407605466,0.0234176734454131,0.233593861122297,0.0164922478415576
Breiman,6,250,0.974919786096257,0.551666666666667,0.989928698752228,0.0260213698138786,0.25780349818837,0.0165291057181621
Freund,6,250,0.973412061794415,0.581666666666667,0.990938799762329,0.027108147736042,0.225710882101087,0.0161721641080176
Zhu,6,250,0.973902257872846,0.553333333333333,0.988978015448604,0.0324341670575172,0.233021137613549,0.0167469687028261
Breiman,7,250,0.970901663695781,0.561666666666667,0.988948306595365,0.0273764019388207,0.232187251028625,0.0167814718169373
Freund,7,250,0.974563279857398,0.57,0.991919191919192,0.025796668302254,0.224990421252044,0.0157827412049148
Zhu,7,250,0.972819370172311,0.558333333333333,0.991919191919192,0.0273045115199904,0.238921186447191,0.0176755236662326
Breiman,8,250,0.972596553773024,0.536666666666667,0.990938799762329,0.029320844381533,0.223581094341911,0.0161721641080176
Freund,8,250,0.975726381461676,0.575,0.989958407605466,0.0253395152686682,0.246265206076981,0.0164922478415576
Zhu,8,250,0.976613190730838,0.575,0.989958407605466,0.0245513185034177,0.23479631671904,0.0164922478415576
Breiman,9,250,0.972661913250149,0.553333333333333,0.989958407605466,0.0269633272682497,0.238867057721168,0.0183118392249821
Freund,9,250,0.971752822341058,0.553333333333333,0.992929292929293,0.0306738695894544,0.229667425719847,0.0152729373634464
Zhu,9,250,0.975503565062389,0.578333333333333,0.990938799762329,0.0238362117991645,0.226929783053661,0.0161721641080176
Breiman,10,250,0.972568330362448,0.528333333333333,0.99194890077243,0.0281155527955532,0.229573567704354,0.0157402501293124
Freund,10,250,0.972660427807487,0.561666666666667,0.987908496732026,0.029970855567718,0.222711864777438,0.0204176819406188
Zhu,10,250,0.972121212121212,0.561666666666667,0.990909090909091,0.028414757262557,0.232187251028625,0.0180594979778314
Breiman,1,300,0.961105169340463,0.636666666666667,0.974925727866904,0.0396986811058621,0.260944350433169,0.020964490897924
Freund,1,300,0.957139037433155,0.666666666666667,0.974925727866904,0.0395390752961082,0.247864442002469,0.0283042904033632
Zhu,1,300,0.960730837789661,0.635,0.972935234699941,0.0359126084368151,0.249188337580648,0.0252906840492461
Breiman,2,300,0.964748960190137,0.581666666666667,0.982947118241236,0.0369401376280985,0.244767072009758,0.0219037765565309
Freund,2,300,0.966687462863933,0.608333333333333,0.981937017231135,0.0325811832394649,0.220924130108886,0.0202834199687826
Zhu,2,300,0.971902852049911,0.573333333333333,0.981937017231135,0.0313249106197794,0.257217650133559,0.023196455752948
Breiman,3,300,0.970282234105764,0.59,0.988918597742127,0.0297563956165831,0.239755622709228,0.0186038174250375
Freund,3,300,0.972806001188354,0.606666666666667,0.98389780154486,0.0276277431130513,0.229967513947654,0.0220088200742207
Zhu,3,300,0.972223707664884,0.585,0.988888888888889,0.0310341731072445,0.231244757629302,0.0186347848441933
Breiman,4,300,0.975460487225193,0.575,0.988948306595365,0.0239138721948161,0.243094277156429,0.0167814718169373
Freund,4,300,0.974542483660131,0.585,0.990909090909091,0.0264524600757695,0.218201899546079,0.0162116085036947
Zhu,4,300,0.976663695781343,0.575,0.990938799762329,0.0232110553182846,0.23479631671904,0.0180240980043631
Breiman,5,300,0.976455733808675,0.551666666666667,0.990938799762329,0.0258101046674223,0.237981212433386,0.0161721641080176
Freund,5,300,0.975806595365419,0.59,0.990938799762329,0.0236865996067789,0.229842524800996,0.0161721641080176
Zhu,5,300,0.974407308377897,0.57,0.988948306595365,0.0255318941087676,0.228412814424024,0.0167814718169373
Breiman,6,300,0.974248366013072,0.56,0.990938799762329,0.0259016663674882,0.242970127296795,0.0161721641080176
Freund,6,300,0.973816102198455,0.575,0.990938799762329,0.027489125251031,0.228091784308347,0.0161721641080176
Zhu,6,300,0.976066547831254,0.561666666666667,0.988978015448604,0.0290123484906912,0.235505082064402,0.0167469687028261
Breiman,7,300,0.970641711229947,0.561666666666667,0.987938205585264,0.02745217377604,0.250063210399695,0.018773907341158
Freund,7,300,0.974080510992276,0.57,0.992929292929293,0.0256212560373129,0.224990421252044,0.0152729373634464
Zhu,7,300,0.97425430778372,0.558333333333333,0.990938799762329,0.0272110325452876,0.238921186447191,0.0161721641080176
Breiman,8,300,0.971442364824718,0.536666666666667,0.990938799762329,0.0300207615380163,0.223581094341911,0.0161721641080176
Freund,8,300,0.976772133095662,0.576666666666667,0.990968508615567,0.0253558099589965,0.235523383908724,0.0161325666740991
Zhu,8,300,0.975812537136067,0.581666666666667,0.989958407605466,0.0239876449979301,0.244061656050316,0.0164922478415576
Breiman,9,300,0.973432857991682,0.553333333333333,0.990938799762329,0.0260415116369943,0.238867057721168,0.0180240980043631
Freund,9,300,0.971500297088532,0.561666666666667,0.98989898989899,0.032233569602303,0.232187251028625,0.0165658264724404
Zhu,9,300,0.976801841948901,0.57,0.991919191919192,0.0234469032742965,0.224990421252044,0.0157827412049148
Breiman,10,300,0.972603980986334,0.535,0.992988710635769,0.0282141152294009,0.222505327328707,0.0170328058461759
Freund,10,300,0.973865121806298,0.56,0.988918597742127,0.028583875502916,0.231337937613592,0.0186038174250375
Zhu,10,300,0.973367498514557,0.553333333333333,0.990938799762329,0.0260701096910313,0.238867057721168,0.0161721641080176
Breiman,1,350,0.958826500297088,0.628333333333333,0.97688651218063,0.0422743463825372,0.258204454318443,0.0204434906443636
Freund,1,350,0.95808972073678,0.65,0.974925727866904,0.0423984320550692,0.244596782903816,0.0304596665954568
Zhu,1,350,0.959338978015449,0.641666666666667,0.970915032679739,0.0366680001181195,0.245329944379392,0.0254741402174083
Breiman,2,350,0.965145573380867,0.581666666666667,0.979946524064171,0.0351492277166947,0.253419147595078,0.0240223032699886
Freund,2,350,0.969089423648247,0.615,0.982976827094474,0.0299010378169626,0.230497961693434,0.0217174246732913
Zhu,2,350,0.970389185977421,0.583333333333333,0.980926916221034,0.0339201895039728,0.25942022005756,0.021624205969058
Breiman,3,350,0.970873440285205,0.59,0.985947712418301,0.0295949967558714,0.239755622709228,0.0219811109360427
Freund,3,350,0.972106357694593,0.606666666666667,0.984878193701723,0.0275084153534159,0.229967513947654,0.0206535077110682
Zhu,3,350,0.973982471776589,0.576666666666667,0.98989898989899,0.0283551599311903,0.238794867000418,0.0183781343897916
Breiman,4,350,0.975005941770648,0.575,0.987938205585264,0.0244406787154848,0.243094277156429,0.0170038342711329
Freund,4,350,0.976411170528818,0.583333333333333,0.990909090909091,0.0246876529928498,0.21748298916171,0.0180594979778314
Zhu,4,350,0.97821449792038,0.583333333333333,0.992959001782531,0.0208760896281731,0.227176573181081,0.0152269853363093
Breiman,5,350,0.976311645870469,0.551666666666667,0.990938799762329,0.0256129376705823,0.237981212433386,0.0161721641080176
Freund,5,350,0.975805109922757,0.566666666666667,0.991919191919192,0.0249290578175385,0.206085575351154,0.0157827412049148
Zhu,5,350,0.974933155080214,0.553333333333333,0.988978015448604,0.0243148549520375,0.233021137613549,0.0184423347944979
Breiman,6,350,0.974465240641711,0.568333333333333,0.99194890077243,0.0254673534757217,0.242644671859098,0.0157402501293124
Freund,6,350,0.974523172905526,0.568333333333333,0.989958407605466,0.0276868779924224,0.224177936306044,0.0164922478415576
Zhu,6,350,0.973931966726084,0.561666666666667,0.989958407605466,0.0303651822451203,0.235505082064402,0.0164922478415576
Breiman,7,350,0.969964349376114,0.56,0.988948306595365,0.0295770991522625,0.249274810268673,0.0167814718169373
Freund,7,350,0.974304812834225,0.561666666666667,0.991919191919192,0.0260918737777495,0.241290829431655,0.0157827412049148
Zhu,7,350,0.973107546048723,0.56,0.989958407605466,0.0278206627086769,0.231337937613592,0.0182113423669501
Breiman,8,350,0.97304367201426,0.536666666666667,0.988948306595365,0.0278711566401195,0.223581094341911,0.0167814718169373
Freund,8,350,0.97600118835413,0.583333333333333,0.99194890077243,0.0260220864867469,0.239011373749471,0.0157402501293124
Zhu,8,350,0.974463755199049,0.581666666666667,0.992929292929293,0.0250329631032282,0.244061656050316,0.0152729373634464
Breiman,9,350,0.973677956030897,0.553333333333333,0.990938799762329,0.0264345486586127,0.238867057721168,0.0180240980043631
Freund,9,350,0.97325311942959,0.561666666666667,0.990909090909091,0.0313264444466914,0.232187251028625,0.0162116085036947
Zhu,9,350,0.974356803327392,0.578333333333333,0.990938799762329,0.0258952938934955,0.226929783053661,0.0161721641080176
Breiman,10,350,0.972142008318479,0.528333333333333,0.991978609625668,0.0285720382188556,0.229573567704354,0.0174949408161973
Freund,10,350,0.972183600713012,0.551666666666667,0.988918597742127,0.0293341547987904,0.219121810452752,0.0186038174250375
Zhu,10,350,0.974154783125371,0.553333333333333,0.989928698752228,0.0258060719184524,0.238867057721168,0.0183450416400838
Breiman,1,400,0.960513963161022,0.636666666666667,0.975876411170529,0.0419624942808909,0.266177712651987,0.0215306896870346
Freund,1,400,0.955889780154486,0.65,0.970915032679739,0.0429159361795425,0.253254676234187,0.0307770300631937
Zhu,1,400,0.958618538324421,0.625,0.9708853238265,0.0390668215081911,0.227713522382537,0.0289649104300283
Breiman,2,400,0.965650623885918,0.59,0.979946524064171,0.0364284431953209,0.246142655581173,0.0240223032699886
Freund,2,400,0.96886660724896,0.606666666666667,0.980956625074272,0.0314183459301084,0.248003522407317,0.0228676798705792
Zhu,2,400,0.971038324420677,0.575,0.980956625074272,0.0336507017064483,0.257892653423193,0.0216088522536415
Breiman,3,400,0.97051990493167,0.596666666666667,0.985947712418301,0.0299964896918232,0.231163971261084,0.0219811109360427
Freund,3,400,0.973008021390374,0.606666666666667,0.984878193701723,0.0260450799384456,0.229967513947654,0.0206535077110682
Zhu,3,400,0.974061200237671,0.575,0.987878787878788,0.0269910115573153,0.23479631671904,0.0188319838262383
Breiman,4,400,0.974897504456328,0.568333333333333,0.988948306595365,0.0248872230029447,0.233593861122297,0.0167814718169373
Freund,4,400,0.975516934046346,0.576666666666667,0.98989898989899,0.0259403661298952,0.226187797063038,0.0183781343897916
Zhu,4,400,0.977623291740939,0.575,0.990938799762329,0.0215944804179643,0.23479631671904,0.0180240980043631
Breiman,5,400,0.975698158051099,0.551666666666667,0.990938799762329,0.0255465185281342,0.237981212433386,0.0161721641080176
Freund,5,400,0.97476678550208,0.566666666666667,0.991919191919192,0.0248044048798836,0.235376929308237,0.0157827412049148
Zhu,5,400,0.974673202614379,0.568333333333333,0.989958407605466,0.0239610543561059,0.224177936306044,0.0164922478415576
Breiman,6,400,0.974248366013072,0.551666666666667,0.989958407605466,0.0256056405024495,0.228745956562467,0.0164922478415576
Freund,6,400,0.975013368983957,0.575,0.99194890077243,0.0275935900101609,0.221962252149572,0.0157402501293124
Zhu,6,400,0.97437908496732,0.56,0.99194890077243,0.0302643198902813,0.225296739190018,0.0157402501293124
Breiman,7,400,0.970057932263815,0.56,0.990938799762329,0.0289322306188127,0.249274810268673,0.0161721641080176
Freund,7,400,0.975264408793821,0.561666666666667,0.991919191919192,0.0251570366646563,0.241290829431655,0.0157827412049148
Zhu,7,400,0.9725311942959,0.56,0.989928698752228,0.0279195447476941,0.231337937613592,0.0183450416400838
Breiman,8,400,0.97345513963161,0.543333333333333,0.987967914438503,0.0282179829317293,0.216051292334807,0.0169716125273503
Freund,8,400,0.977868389780154,0.576666666666667,0.990938799762329,0.023471063977249,0.235523383908724,0.0161721641080176
Zhu,8,400,0.975877896613191,0.581666666666667,0.992959001782531,0.0255123529730811,0.244061656050316,0.0152269853363093
Breiman,9,400,0.97527183600713,0.553333333333333,0.99194890077243,0.0263890851052207,0.238867057721168,0.017637593120025
Freund,9,400,0.973094177064765,0.568333333333333,0.991919191919192,0.0314689068312916,0.224177936306044,0.0157827412049148
Zhu,9,400,0.975539215686275,0.57,0.990938799762329,0.0241473298944923,0.234373706892985,0.0161721641080176
Breiman,10,400,0.972596553773024,0.528333333333333,0.992959001782531,0.0282229418627298,0.219985631714709,0.0152269853363093
Freund,10,400,0.97383541295306,0.551666666666667,0.989928698752228,0.0271363607119544,0.219121810452752,0.0165291057181621
Zhu,10,400,0.975034165181224,0.553333333333333,0.990909090909091,0.0255411363467667,0.238867057721168,0.0162116085036947
Breiman,1,450,0.962115270350564,0.628333333333333,0.974866310160428,0.0396701232428792,0.258204454318443,0.0225187458170913
Freund,1,450,0.956663695781343,0.668333333333333,0.972905525846702,0.0420411124219914,0.2486110843554,0.0252940593858448
