lambda,lambda2,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
0.00548571325372854,0.8,0.958508615567439,0.025,1,0.0555999147811675,0.0762821441573412,0
0.00548571325372854,0.9,0.957758467023173,0,1,0.055583283265393,0,0
0.00548571325372854,1,0.957758467023173,0,1,0.055583283265393,0,0
0.0126727091135781,0.1,0.961954842543078,0.468333333333333,0.990909090909091,0.0539702080814422,0.202775284716738,0.0162116085036947
0.0126727091135781,0.2,0.958989898989899,0.43,0.993939393939394,0.0592992742699165,0.191004603663602,0.0123284273385602
0.0126727091135781,0.3,0.957806001188354,0.31,0.994949494949495,0.0591412789687384,0.217509413193053,0.0114863339936197
0.0126727091135781,0.4,0.958571004159239,0.211666666666667,0.995959595959596,0.057344906057511,0.179406749062557,0.0104771485952049
0.0126727091135781,0.5,0.958267973856209,0.141666666666667,0.997979797979798,0.0563988705388093,0.139632111051798,0.00768812520310492
0.0126727091135781,0.6,0.958210041592395,0.065,1,0.0561445268456092,0.109976486515104,0
0.0126727091135781,0.7,0.959120617944147,0.0166666666666667,1,0.0553826020548746,0.0634270329256156,0
0.0126727091135781,0.8,0.958868092691622,0,1,0.0549192405550911,0,0
0.0126727091135781,0.9,0.95867201426025,0,1,0.0542340660203678,0,0
0.0126727091135781,1,0.958223410576352,0,1,0.0540399406172518,0,0
0.0292756017037914,0.1,0.955689245395128,0.32,0.993939393939394,0.0591928741263325,0.222679605928679,0.0123284273385602
0.0292756017037914,0.2,0.956794414735591,0.241666666666667,0.994949494949495,0.0581274716669347,0.182927974017538,0.0114863339936197
0.0292756017037914,0.3,0.954591503267974,0.113333333333333,0.997979797979798,0.0580215939446894,0.116658456197135,0.00768812520310492
0.0292756017037914,0.4,0.955616458704694,0.065,0.998989898989899,0.0547681834002056,0.109976486515104,0.00553255108591076
0.0292756017037914,0.5,0.955748663101604,0.00666666666666667,1,0.0508545082716965,0.0365148371670111,0
0.0292756017037914,0.6,0.95630421865716,0,1,0.0488242180915706,0,0
0.0292756017037914,0.7,0.956093285799168,0,1,0.0480620847864163,0,0
0.0292756017037914,0.8,0.955493166963755,0,1,0.0468158001367747,0,0
0.0292756017037914,0.9,0.955184194890077,0,1,0.0466669948551706,0,0
0.0292756017037914,1,0.954988116458705,0,1,0.04686764564722,0,0
0.0676304369837336,0.1,0.946155674390968,0.0216666666666667,1,0.0524160516552145,0.0665444281629967,0
0.0676304369837336,0.2,0.945952168746286,0,1,0.0488677135873075,0,0
0.0676304369837336,0.3,0.94520944741533,0,1,0.0486353883639661,0,0
0.0676304369837336,0.4,0.944964349376114,0,1,0.0472247382283359,0,0
0.0676304369837336,0.5,0.945273321449792,0,1,0.0470748523657984,0,0
0.0676304369837336,0.6,0.945053475935829,0,1,0.045427079064884,0,0
0.0676304369837336,0.7,0.944800950683304,0,1,0.0451750259069876,0,0
0.0676304369837336,0.8,0.944604872251931,0,1,0.0453095149595008,0,0
0.0676304369837336,0.9,0.944604872251931,0,1,0.0446938371707753,0,0
0.0676304369837336,1,0.944163695781343,0,1,0.0447043291231999,0,0
